Log file open, 04/11/15 13:49:02
LogInit:Display: Running engine for game: Office1
LogInit: Version: 4.7.5-2503383+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Apr  6 2015 23:21:51
[2015.04.11-17.49.26:176][  0]LogPackFactory: Content/StarterContent/Textures/T_Stone_Brick_N.uasset (451) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Stone_Brick_N.uasset
[2015.04.11-17.49.26:178][  0]LogPackFactory: Content/StarterContent/Textures/T_TableRound_M.uasset (870486) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_TableRound_M.uasset
[2015.04.11-17.49.26:181][  0]LogPackFactory: Content/StarterContent/Textures/T_TableRound_N.uasset (1549086) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_TableRound_N.uasset
[2015.04.11-17.49.26:184][  0]LogPackFactory: Content/StarterContent/Textures/T_Tech_Dot_M.uasset (107174) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Tech_Dot_M.uasset
[2015.04.11-17.49.26:188][  0]LogPackFactory: Content/StarterContent/Textures/T_Tech_Dot_N.uasset (202333) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Tech_Dot_N.uasset
[2015.04.11-17.49.26:192][  0]LogPackFactory: Content/StarterContent/Textures/T_Tech_Hex_Tile_M.uasset (793459) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Tech_Hex_Tile_M.uasset
[2015.04.11-17.49.26:195][  0]LogPackFactory: Content/StarterContent/Textures/T_Tech_Hex_Tile_N.uasset (493875) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Tech_Hex_Tile_N.uasset
[2015.04.11-17.49.26:199][  0]LogPackFactory: Content/StarterContent/Textures/T_Tech_Panel_M.uasset (979689) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Tech_Panel_M.uasset
[2015.04.11-17.49.26:202][  0]LogPackFactory: Content/StarterContent/Textures/T_Tech_Panel_N.uasset (1860674) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Tech_Panel_N.uasset
[2015.04.11-17.49.26:206][  0]LogPackFactory: Content/StarterContent/Textures/T_Underground_Base_Pipe_D.uasset (461) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Underground_Base_Pipe_D.uasset
[2015.04.11-17.49.26:211][  0]LogPackFactory: Content/StarterContent/Textures/T_Underground_Base_Pipe_N.uasset (461) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Underground_Base_Pipe_N.uasset
[2015.04.11-17.49.26:214][  0]LogPackFactory: Content/StarterContent/Textures/T_UNV_Concrete02.uasset (452) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_UNV_Concrete02.uasset
[2015.04.11-17.49.26:216][  0]LogPackFactory: Content/StarterContent/Textures/T_UNV_Concrete02_N.uasset (454) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_UNV_Concrete02_N.uasset
[2015.04.11-17.49.26:218][  0]LogPackFactory: Content/StarterContent/Textures/T_Water_M.uasset (1696467) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Water_M.uasset
[2015.04.11-17.49.26:222][  0]LogPackFactory: Content/StarterContent/Textures/T_Water_N.uasset (2087420) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Water_N.uasset
[2015.04.11-17.49.26:227][  0]LogPackFactory: Content/StarterContent/Textures/T_White_Painted_Metal_D.uasset (459) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_White_Painted_Metal_D.uasset
[2015.04.11-17.49.26:233][  0]LogPackFactory: Content/StarterContent/Textures/T_White_Painted_Metal_N.uasset (459) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_White_Painted_Metal_N.uasset
[2015.04.11-17.49.26:255][  0]LogPackFactory: Content/StarterContent/Textures/T_Wood_a_d.uasset (446) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Wood_a_d.uasset
[2015.04.11-17.49.26:258][  0]LogPackFactory: Content/StarterContent/Textures/T_Wood_A_N.uasset (446) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Wood_A_N.uasset
[2015.04.11-17.49.26:261][  0]LogPackFactory: Content/StarterContent/Textures/T_Wood_A_S.uasset (446) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Wood_A_S.uasset
[2015.04.11-17.49.26:263][  0]LogPackFactory: Content/StarterContent/Textures/T_Wood_Floor_Walnut_D.uasset (4584206) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Wood_Floor_Walnut_D.uasset
[2015.04.11-17.49.26:269][  0]LogPackFactory: Content/StarterContent/Textures/T_Wood_Floor_Walnut_M.uasset (3940729) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Wood_Floor_Walnut_M.uasset
[2015.04.11-17.49.26:276][  0]LogPackFactory: Content/StarterContent/Textures/T_Wood_Floor_Walnut_N.uasset (2858538) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Wood_Floor_Walnut_N.uasset
[2015.04.11-17.49.26:280][  0]LogPackFactory: Content/StarterContent/Textures/T_Wood_Oak_D.uasset (6707252) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Wood_Oak_D.uasset
[2015.04.11-17.49.26:292][  0]LogPackFactory: Content/StarterContent/Textures/T_Wood_Oak_N.uasset (6245295) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Wood_Oak_N.uasset
[2015.04.11-17.49.26:302][  0]LogPackFactory: Content/StarterContent/Textures/T_Wood_Pine_D.uasset (9690724) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Wood_Pine_D.uasset
[2015.04.11-17.49.26:312][  0]LogPackFactory: Content/StarterContent/Textures/T_Wood_Pine_N.uasset (3467174) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Wood_Pine_N.uasset
[2015.04.11-17.49.26:318][  0]LogPackFactory: Content/StarterContent/Textures/T_Wood_Walnut_D.uasset (6509713) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Wood_Walnut_D.uasset
[2015.04.11-17.49.26:326][  0]LogPackFactory: Content/StarterContent/Textures/T_Wood_Walnut_N.uasset (3836013) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Textures/T_Wood_Walnut_N.uasset
[2015.04.11-17.49.26:333][  0]LogPackFactory: Finished extracting 750 files (including 0 errors).
[2015.04.11-17.49.26:763][  0]LogRenderer:Warning: Reallocating scene render targets to support 256x256 (Frame:2).
[2015.04.11-17.49.27:032][  0]LogSavePackage: Save=189.257065ms
[2015.04.11-17.49.27:032][  0]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/Floor_400x40078A1A2C54298B121BE22F7AF515E00E9.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Architecture/Floor_400x400.uasset'
[2015.04.11-17.49.27:035][  0]LogFeaturePack:Warning: Inserted 1 feature packs
[2015.04.11-17.49.27:037][  0]Cmd: MAP LOAD FILE="../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/FirstPersonBP/Maps/FirstPersonExampleMap.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=3
[2015.04.11-17.49.27:038][  0]LightingResults: New page: Lighting Build
[2015.04.11-17.49.27:052][  0]MapCheck: New page: Map Check
[2015.04.11-17.49.27:052][  0]LightingResults: New page: Lighting Build
[2015.04.11-17.49.27:064][  0]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x000000BE89146520
[2015.04.11-17.49.27:074][  0]LogLinker:Warning: Asset '../../../Engine/Content/EngineMeshes/Humanoid.uasset' has been saved with empty engine version. The asset will be loaded but may be incompatible.
[2015.04.11-17.49.29:652][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2015.04.11-17.49.30:734][  0]LogAIModule: Creating AISystem for world FirstPersonExampleMap
[2015.04.11-17.49.30:735][  0]Cmd: MAP CHECKDEP
[2015.04.11-17.49.30:735][  0]MapCheck: New page: FirstPersonExampleMap - Apr 11, 2015, 9:49:30 AM
[2015.04.11-17.49.30:823][  0]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 87.251ms to complete.
[2015.04.11-17.49.30:823][  0]LogFileHelpers: Loading map 'FirstPersonExampleMap' took 3.786
[2015.04.11-17.49.31:031][  0]LogCollectionManager: Loaded 0 collections in 0.001965 seconds
[2015.04.11-17.49.31:043][  0]LogContentBrowser: Native class hierarchy populated in 0.0110 seconds. Added 1696 classes and 261 folders.
[2015.04.11-17.49.31:085][  0]LogContentBrowser: Native class hierarchy updated for 'SceneOutliner' in 0.0016 seconds. Added 1 classes and 2 folders.
[2015.04.11-17.49.31:147][  0]LogCrashTracker: Crashtracker disabled due to settings.
[2015.04.11-17.49.31:149][  0]LogSlate:Warning: Failed to load font data from 'Veranda'
[2015.04.11-17.49.31:154][  0]LogUObjectGlobals:Warning: Failed to find object 'Class None.'
[2015.04.11-17.49.31:180][  0]LogLoad: Full Startup: 30.36 seconds (BP compile: 0.95 seconds)
[2015.04.11-17.49.31:216][  0]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/FirstPersonBP'
[2015.04.11-17.49.31:406][  0]LogRenderer:Warning: Reallocating scene render targets to support 1616x920 (Frame:3).
[2015.04.11-17.49.31:810][  4]LogAssetRegistry: Asset discovery search completed in 19.7289 seconds
[2015.04.11-17.49.42:117][654]LogRenderer:Warning: Reallocating scene render targets to support 1616x1448 (Frame:246).
[2015.04.11-17.49.45:744][754]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-17.49.45:745][754]PIE: New page: PIE session: FirstPersonExampleMap (Apr 11, 2015, 9:49:45 AM)
[2015.04.11-17.49.45:771][754]LogPlayLevel: PIE: StaticDuplicateObject took: (0.026367s)
[2015.04.11-17.49.45:773][754]LogPlayLevel: PIE: World Init took: (0.001139s)
[2015.04.11-17.49.45:773][754]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap to /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap (0.027767s)
[2015.04.11-17.49.45:933][754]LogWorld: Game class is 'FirstPersonGameMode_C'
[2015.04.11-17.49.45:935][754]LogAIModule: Creating AISystem for world FirstPersonExampleMap
[2015.04.11-17.49.45:943][754]LogWorld: Bringing World /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap up for play (max tick rate 0) at 2015.04.11-13.49.45
[2015.04.11-17.49.45:944][754]LogWorld: Bringing up level for play took: 0.008397
[2015.04.11-17.49.45:971][754]PIE: Info Play in editor start time for /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap 0.1
[2015.04.11-17.50.14:875][253]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x000000BEB6150EA0
[2015.04.11-17.50.42:600][ 18]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/FirstPersonBP/Blueprints'
[2015.04.11-17.50.47:278][144]LogContentBrowser:Verbose: The content browser source was changed by the sources view to 'None'
[2015.04.11-17.50.49:454][220]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Blueprints'
[2015.04.11-17.51.06:127][810]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Blueprints/Assets'
[2015.04.11-17.51.13:151][ 59]LogContentBrowser:Verbose: The content browser source was changed by the sources view to 'None'
[2015.04.11-17.51.15:695][149]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/StarterContent/Blueprints'
[2015.04.11-17.51.19:344][278]LogContentBrowser:Verbose: The content browser source was changed by the sources view to 'None'
[2015.04.11-17.51.22:219][380]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/FirstPersonBP/Blueprints'
[2015.04.11-17.51.54:917][326]LogContentBrowser:Verbose: The content browser source was changed by the sources view to 'None'
[2015.04.11-17.51.56:904][396]LogContentBrowser:Verbose: The content browser source was changed by the sources view to '/Game/FirstPersonBP/Blueprints'
[2015.04.11-17.53.23:226][ 25]LogRenderer:Warning: Reallocating scene render targets to support 2040x1448 (Frame:7658).
[2015.04.11-17.55.25:176][688]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_40__A6522401) Not registered. Aborting.
[2015.04.11-17.55.25:176][688]LogActorComponent: UnregisterComponent: (/Engine/Transient.CharMoveComp) Not registered. Aborting.
[2015.04.11-17.55.26:939][773]BlueprintLog: New page: Compile FirstPersonCharacter
[2015.04.11-17.55.27:104][773]BlueprintEditorCompileResults: Info [0386.29] Compile of FirstPersonCharacter successful! [in 164 ms]
[2015.04.11-17.55.33:275][988]MapCheck: New page: Map Check
[2015.04.11-17.55.33:332][988]Cmd: MAP REBUILD ALLVISIBLE
[2015.04.11-17.55.33:332][988]LogEditorServer: Rebuildmap Clear paths rebuilt
[2015.04.11-17.55.33:363][988]LightingResults: New page: Lighting Build - Apr 11, 2015, 9:55:33 AM
[2015.04.11-17.55.36:913][988]LogStaticLightingSystem: Running Lightmass w/ ImmediateImport mode ENABLED
[2015.04.11-17.55.36:913][988]LogStaticLightingSystem: Running Lightmass w/ ImmediateProcess mode ENABLED
[2015.04.11-17.55.36:913][988]LogStaticLightingSystem: Running Lightmass w/ Sorting mode ENABLED
[2015.04.11-17.55.36:913][988]LogStaticLightingSystem: Running Lightmass w/ Mapping paddings ENABLED
[2015.04.11-17.55.36:913][988]LogStaticLightingSystem: Running Lightmass w/ Mapping debug paddings DISABLED
[2015.04.11-17.55.37:140][988]LogEditorBuildUtils: Build time 0:00:03
[2015.04.11-17.55.37:146][988]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer CubeMaterial, compiling. 
[2015.04.11-17.55.37:154][988]LogMaterial: Missing cached shader map for material FLightmassMaterialRenderer CubeMaterial, compiling. 
[2015.04.11-17.55.38:241][990]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-17.55.38:241][990]PIE: New page: PIE session: FirstPersonExampleMap (Apr 11, 2015, 9:55:38 AM)
[2015.04.11-17.55.38:273][990]LogPlayLevel: PIE: StaticDuplicateObject took: (0.031184s)
[2015.04.11-17.55.38:274][990]LogPlayLevel: PIE: World Init took: (0.000854s)
[2015.04.11-17.55.38:274][990]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap to /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap (0.032275s)
[2015.04.11-17.55.38:324][990]LogWorld: Game class is 'FirstPersonGameMode_C'
[2015.04.11-17.55.38:326][990]LogAIModule: Creating AISystem for world FirstPersonExampleMap
[2015.04.11-17.55.38:334][990]LogWorld: Bringing World /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap up for play (max tick rate 0) at 2015.04.11-13.55.38
[2015.04.11-17.55.38:335][990]LogWorld: Bringing up level for play took: 0.008048
[2015.04.11-17.55.38:337][990]PIE: Info Play in editor start time for /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap 0.466
[2015.04.11-17.55.38:651][995]LogActorComponent: UnregisterComponent: (/Engine/Transient.CharMoveComp) Not registered. Aborting.
[2015.04.11-17.55.38:670][995]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x000000BEB5A174C0
[2015.04.11-17.56.01:979][ 97]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x000000BEB875B740
[2015.04.11-17.56.57:424][624]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Floor2)
[2015.04.11-17.57.00:127][693]LogEditorViewport: Clicking on Actor (context menu): StaticMeshActor (Floor2)
[2015.04.11-17.57.01:769][732]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Floor2)
[2015.04.11-17.57.09:878][933]LogEditorViewport: Clicking on Actor (context menu): StaticMeshActor (BigWall2)
[2015.04.11-17.57.17:140][102]Cmd: DELETE
[2015.04.11-17.57.17:140][102]Cmd: ACTOR DELETE
[2015.04.11-17.57.17:141][102]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.17:142][102]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.17:143][102]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.17:144][102]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.17:145][102]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.17:146][102]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.17:147][102]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.17:147][102]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_40__A6522401) Not registered. Aborting.
[2015.04.11-17.57.17:147][102]LogActorComponent: UnregisterComponent: (/Engine/Transient.CharMoveComp) Not registered. Aborting.
[2015.04.11-17.57.17:182][102]LogEditorActor: Deleted 7 Actors (0.042 secs)
[2015.04.11-17.57.18:846][149]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Cube03)
[2015.04.11-17.57.20:280][185]Job is a success!
[2015.04.11-17.57.20:666][186]LogTexture:Display: Building textures: HQ_Lightmap1_1 (AutoDXT)
[2015.04.11-17.57.20:671][186]LogTexture:Display: Building textures: LQ_Lightmap_0_1 (DXT1)
[2015.04.11-17.57.20:676][186]LogTexture:Display: Building textures: ShadowMapTexture2D_8 (BGRA8)
[2015.04.11-17.57.20:785][186]Lightmass on GRAPHICSSERVER: 1:41 min total, 140 ms importing, 0 ms setup, 4.34 sec photons, 1:36 min processing, 0 ms extra exporting [8/8 mappings]. Threads: 11:16 min total, 6:16 min processing.
[2015.04.11-17.57.20:940][186]LogStaticLightingSystem: Illumination: 1:47 min (38 ms encoding lightmaps)
[2015.04.11-17.57.20:940][186]LogStaticLightingSystem: Lightmap texture memory:  0.0 MB (0.0 MB streaming, 0.0 MB non-streaming), 2 textures
[2015.04.11-17.57.20:940][186]LogStaticLightingSystem: Shadowmap texture memory: 0.0 MB (0.0 MB streaming, 0.0 MB non-streaming), 1 textures
[2015.04.11-17.57.21:005][187]Cmd: MAP CHECK NOTIFYRESULTS
[2015.04.11-17.57.21:005][187]MapCheck: New page: FirstPersonExampleMap - Apr 11, 2015, 9:57:21 AM
[2015.04.11-17.57.21:126][187]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 121.076ms to complete.
[2015.04.11-17.57.34:391][540]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Cube03)
[2015.04.11-17.57.36:442][593]LogTexture:Warning: Failed to stream mip data from the derived data cache for /Game/FirstPersonBP/Maps/FirstPersonExampleMap.HQ_Lightmap0_6. Streaming mips will be recached.
[2015.04.11-17.57.36:495][593]LogTexture:Display: Building textures: HQ_Lightmap0_6 (AutoDXT)
[2015.04.11-17.57.46:874][840]Cmd: DELETE
[2015.04.11-17.57.46:874][840]Cmd: ACTOR DELETE
[2015.04.11-17.57.46:875][840]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.46:875][840]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.46:876][840]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.46:877][840]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.46:877][840]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.46:878][840]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.46:878][840]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.46:879][840]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.46:880][840]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.46:880][840]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.46:881][840]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.46:882][840]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.46:981][840]LogEditorActor: Deleted 12 Actors (0.107 secs)
[2015.04.11-17.57.57:845][179]Cmd: DELETE
[2015.04.11-17.57.57:845][179]Cmd: ACTOR DELETE
[2015.04.11-17.57.57:847][179]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.57:848][179]LogEditorActor: Deleted Actor: StaticMeshActor
[2015.04.11-17.57.57:886][179]LogEditorActor: Deleted 2 Actors (0.040 secs)
[2015.04.11-17.57.59:876][243]LogEditorViewport: Clicking on Actor (LMB): TextRenderActor (TemplateLabel)
[2015.04.11-17.58.05:060][407]Cmd: DELETE
[2015.04.11-17.58.05:060][407]Cmd: ACTOR DELETE
[2015.04.11-17.58.05:060][407]LogEditorActor: Deleted Actor: TextRenderActor
[2015.04.11-17.58.05:083][407]LogEditorActor: Deleted 1 Actors (0.023 secs)
[2015.04.11-17.58.06:601][457]LogEditorViewport: Clicking on Actor (LMB): PostProcessVolume (Global PostProcess)
[2015.04.11-17.58.13:474][677]LogEditorViewport: Clicking on Actor (LMB): PlayerStart (NetworkPlayerStart)
[2015.04.11-17.58.19:444][872]Cmd: DELETE
[2015.04.11-17.58.19:444][872]Cmd: ACTOR DELETE
[2015.04.11-17.58.19:445][872]LogEditorActor: Deleted Actor: PlayerStart
[2015.04.11-17.58.19:472][872]LogEditorActor: Deleted 1 Actors (0.028 secs)
[2015.04.11-17.58.41:073][339]Cmd: BRUSH ADD SELECTNEWBRUSH
[2015.04.11-17.59.01:025][929]LogEditorViewport: Clicking on Actor (LMB): LightmassImportanceVolume (LightmassImportanceVolume)
[2015.04.11-17.59.24:131][709]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-17.59.24:778][729]LogEditorViewport: Clicking on Actor (LMB): BP_Sky_Sphere_C (SkySphereBlueprint)
[2015.04.11-17.59.25:591][755]LogEditorViewport: Clicking on Actor (LMB): LightmassImportanceVolume (LightmassImportanceVolume)
[2015.04.11-18.00.05:068][ 29]Cmd: DELETE
[2015.04.11-18.00.05:068][ 29]Cmd: ACTOR DELETE
[2015.04.11-18.00.05:069][ 29]LogEditorActor: Deleted Actor: FirstPersonCharacter_C
[2015.04.11-18.00.05:094][ 29]LogActorComponent: UnregisterComponent: (/Engine/Transient.ProjectileMovementComponent_40__A6522401) Not registered. Aborting.
[2015.04.11-18.00.05:094][ 29]LogActorComponent: UnregisterComponent: (/Engine/Transient.CharMoveComp) Not registered. Aborting.
[2015.04.11-18.00.05:115][ 29]LogEditorActor: Deleted 1 Actors (0.047 secs)
[2015.04.11-18.00.07:850][123]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-18.00.07:850][123]PIE: New page: PIE session: FirstPersonExampleMap (Apr 11, 2015, 10:00:07 AM)
[2015.04.11-18.00.07:885][123]LogPlayLevel: PIE: StaticDuplicateObject took: (0.019470s)
[2015.04.11-18.00.07:886][123]LogPlayLevel: PIE: World Init took: (0.000800s)
[2015.04.11-18.00.07:886][123]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap to /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap (0.020461s)
[2015.04.11-18.00.07:939][123]LogWorld: Game class is 'FirstPersonGameMode_C'
[2015.04.11-18.00.07:941][123]LogAIModule: Creating AISystem for world FirstPersonExampleMap
[2015.04.11-18.00.07:944][123]LogWorld: Bringing World /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap up for play (max tick rate 0) at 2015.04.11-14.00.07
[2015.04.11-18.00.07:945][123]LogWorld: Bringing up level for play took: 0.003152
[2015.04.11-18.00.07:948][123]PIE: Info Play in editor start time for /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap 0.078
[2015.04.11-18.00.10:742][280]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x000000BE81CA1BC0
[2015.04.11-18.00.30:307][ 20]LogPlayLevel: PIE:  No blueprints needed recompiling
[2015.04.11-18.00.30:307][ 20]PIE: New page: PIE session: FirstPersonExampleMap (Apr 11, 2015, 10:00:30 AM)
[2015.04.11-18.00.30:343][ 20]LogPlayLevel: PIE: StaticDuplicateObject took: (0.035229s)
[2015.04.11-18.00.30:344][ 20]LogPlayLevel: PIE: World Init took: (0.001033s)
[2015.04.11-18.00.30:344][ 20]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/FirstPersonBP/Maps/FirstPersonExampleMap.FirstPersonExampleMap to /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap (0.036518s)
[2015.04.11-18.00.30:385][ 20]LogWorld: Game class is 'FirstPersonGameMode_C'
[2015.04.11-18.00.30:387][ 20]LogAIModule: Creating AISystem for world FirstPersonExampleMap
[2015.04.11-18.00.30:390][ 20]LogWorld: Bringing World /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap.FirstPersonExampleMap up for play (max tick rate 0) at 2015.04.11-14.00.30
[2015.04.11-18.00.30:391][ 20]LogWorld: Bringing up level for play took: 0.003164
[2015.04.11-18.00.30:394][ 20]PIE: Info Play in editor start time for /Game/FirstPersonBP/Maps/UEDPIE_0_FirstPersonExampleMap 0.523
[2015.04.11-18.00.42:522][721]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x000000BEB400B060
[2015.04.11-18.00.46:035][828]LogSavePackage: Save=149.294708ms
[2015.04.11-18.00.46:035][828]LogSavePackage: Moving '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/FirstPersonExampleMap_Auto1657A32B449C7A5C7444A36B796C7CF0B.tmp' to '../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Saved/Autosaves/Game/FirstPersonBP/Maps/FirstPersonExampleMap_Auto1.umap'
[2015.04.11-18.00.46:053][828]LogFileHelpers: Editor autosave (incl. sublevels) for '/Game/FirstPersonBP/Maps/FirstPersonExampleMap' took 0.271
[2015.04.11-18.00.46:053][828]LogFileHelpers: Editor autosave (incl. sublevels) for all levels took 0.271
