Log file open, 04/10/15 23:22:19
LogInit:Display: Running engine for game: OpenWorld1
LogInit: Version: 4.7.5-2503383+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Apr  6 2015 23:21:51
[2015.04.11-03.22.36:109][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_Plane.uasset (43121) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Shapes/Shape_Plane.uasset
[2015.04.11-03.22.36:112][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_QuadPyramid.uasset (43744) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset
[2015.04.11-03.22.36:114][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_Sphere.uasset (264634) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Shapes/Shape_Sphere.uasset
[2015.04.11-03.22.36:116][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_Torus.uasset (558042) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Shapes/Shape_Torus.uasset
[2015.04.11-03.22.36:119][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_Trim.uasset (51867) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Shapes/Shape_Trim.uasset
[2015.04.11-03.22.36:121][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_Trim_90_In.uasset (74804) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset
[2015.04.11-03.22.36:124][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset (75706) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset
[2015.04.11-03.22.36:126][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_TriPyramid.uasset (41629) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Shapes/Shape_TriPyramid.uasset
[2015.04.11-03.22.36:129][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_Tube.uasset (190123) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Shapes/Shape_Tube.uasset
[2015.04.11-03.22.36:131][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_Wedge_A.uasset (45020) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Shapes/Shape_Wedge_A.uasset
[2015.04.11-03.22.36:134][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_Wedge_B.uasset (40642) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Shapes/Shape_Wedge_B.uasset
[2015.04.11-03.22.36:136][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_WideCapsule.uasset (150007) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Shapes/Shape_WideCapsule.uasset
[2015.04.11-03.22.36:139][  0]LogPackFactory: Content/StarterContent/Textures/Metal_Tile_2.uasset (446) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/Metal_Tile_2.uasset
[2015.04.11-03.22.36:141][  0]LogPackFactory: Content/StarterContent/Textures/Metal_Tile_2_N.uasset (450) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/Metal_Tile_2_N.uasset
[2015.04.11-03.22.36:143][  0]LogPackFactory: Content/StarterContent/Textures/Sky54a2048.uasset (446) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/Sky54a2048.uasset
[2015.04.11-03.22.36:145][  0]LogPackFactory: Content/StarterContent/Textures/Sky54a2048LDR.uasset (449) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/Sky54a2048LDR.uasset
[2015.04.11-03.22.36:159][  0]LogPackFactory: Content/StarterContent/Textures/T_ArmorMetal01.uasset (450) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_ArmorMetal01.uasset
[2015.04.11-03.22.36:160][  0]LogPackFactory: Content/StarterContent/Textures/T_ArmorMetal01_N.uasset (452) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_ArmorMetal01_N.uasset
[2015.04.11-03.22.36:162][  0]LogPackFactory: Content/StarterContent/Textures/T_Bark02_D.uasset (446) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Bark02_D.uasset
[2015.04.11-03.22.36:173][  0]LogPackFactory: Content/StarterContent/Textures/T_Bark02_N.uasset (446) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Bark02_N.uasset
[2015.04.11-03.22.36:174][  0]LogPackFactory: Content/StarterContent/Textures/T_Base_Metal_Gray_D.uasset (455) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Base_Metal_Gray_D.uasset
[2015.04.11-03.22.36:176][  0]LogPackFactory: Content/StarterContent/Textures/T_Base_Metal_Gray_N.uasset (455) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Base_Metal_Gray_N.uasset
[2015.04.11-03.22.36:178][  0]LogPackFactory: Content/StarterContent/Textures/T_Brick_Clay_Beveled_D.uasset (7649619) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Brick_Clay_Beveled_D.uasset
[2015.04.11-03.22.36:187][  0]LogPackFactory: Content/StarterContent/Textures/T_Brick_Clay_Beveled_M.uasset (8326301) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Brick_Clay_Beveled_M.uasset
[2015.04.11-03.22.36:197][  0]LogPackFactory: Content/StarterContent/Textures/T_Brick_Clay_Beveled_N.uasset (7553391) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Brick_Clay_Beveled_N.uasset
[2015.04.11-03.22.36:206][  0]LogPackFactory: Content/StarterContent/Textures/T_Brick_Clay_New_D.uasset (6035708) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Brick_Clay_New_D.uasset
[2015.04.11-03.22.36:213][  0]LogPackFactory: Content/StarterContent/Textures/T_Brick_Clay_New_M.uasset (9201530) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Brick_Clay_New_M.uasset
[2015.04.11-03.22.36:223][  0]LogPackFactory: Content/StarterContent/Textures/T_Brick_Clay_New_N.uasset (7865847) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Brick_Clay_New_N.uasset
[2015.04.11-03.22.36:231][  0]LogPackFactory: Content/StarterContent/Textures/T_Brick_Clay_Old_D.uasset (11424774) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Brick_Clay_Old_D.uasset
[2015.04.11-03.22.36:242][  0]LogPackFactory: Content/StarterContent/Textures/T_Brick_Clay_Old_N.uasset (7794699) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Brick_Clay_Old_N.uasset
[2015.04.11-03.22.36:251][  0]LogPackFactory: Content/StarterContent/Textures/T_Brick_Cut_Stone_D.uasset (13386492) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Brick_Cut_Stone_D.uasset
[2015.04.11-03.22.36:265][  0]LogPackFactory: Content/StarterContent/Textures/T_Brick_Cut_Stone_N.uasset (6679434) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Brick_Cut_Stone_N.uasset
[2015.04.11-03.22.36:273][  0]LogPackFactory: Content/StarterContent/Textures/T_Brick_Hewn_Stone_D.uasset (7446677) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Brick_Hewn_Stone_D.uasset
[2015.04.11-03.22.36:281][  0]LogPackFactory: Content/StarterContent/Textures/T_Brick_Hewn_Stone_M.uasset (6802269) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Brick_Hewn_Stone_M.uasset
[2015.04.11-03.22.36:289][  0]LogPackFactory: Content/StarterContent/Textures/T_Brick_Hewn_Stone_N.uasset (8992435) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Brick_Hewn_Stone_N.uasset
[2015.04.11-03.22.36:298][  0]LogPackFactory: Content/StarterContent/Textures/T_Burst_M.uasset (150025) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Burst_M.uasset
[2015.04.11-03.22.36:301][  0]LogPackFactory: Content/StarterContent/Textures/T_Bush_D.uasset (552540) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Bush_D.uasset
[2015.04.11-03.22.36:303][  0]LogPackFactory: Content/StarterContent/Textures/T_Bush_N.uasset (396574) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Bush_N.uasset
[2015.04.11-03.22.36:306][  0]LogPackFactory: Content/StarterContent/Textures/T_Ceramic_Tile_M.uasset (277243) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Ceramic_Tile_M.uasset
[2015.04.11-03.22.36:309][  0]LogPackFactory: Content/StarterContent/Textures/T_Ceramic_Tile_N.uasset (228293) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Ceramic_Tile_N.uasset
[2015.04.11-03.22.36:313][  0]LogPackFactory: Content/StarterContent/Textures/T_Chair_M.uasset (576769) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Chair_M.uasset
[2015.04.11-03.22.36:318][  0]LogPackFactory: Content/StarterContent/Textures/T_Chair_N.uasset (1937145) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Chair_N.uasset
[2015.04.11-03.22.36:330][  0]LogPackFactory: Content/StarterContent/Textures/T_Checker_Noise_M.uasset (158406) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Checker_Noise_M.uasset
[2015.04.11-03.22.36:335][  0]LogPackFactory: Content/StarterContent/Textures/T_Cliff_M.uasset (432) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Cliff_M.uasset
[2015.04.11-03.22.36:339][  0]LogPackFactory: Content/StarterContent/Textures/T_Cliff_N.uasset (432) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Cliff_N.uasset
[2015.04.11-03.22.36:343][  0]LogPackFactory: Content/StarterContent/Textures/T_Cobble_01_H.uasset (449) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Cobble_01_H.uasset
[2015.04.11-03.22.36:347][  0]LogPackFactory: Content/StarterContent/Textures/T_CobbleDark_01_D.uasset (453) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_CobbleDark_01_D.uasset
[2015.04.11-03.22.36:350][  0]LogPackFactory: Content/StarterContent/Textures/T_CobbleStone_04_D.uasset (454) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_CobbleStone_04_D.uasset
[2015.04.11-03.22.36:354][  0]LogPackFactory: Content/StarterContent/Textures/T_CobbleStone_04_N.uasset (454) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_CobbleStone_04_N.uasset
[2015.04.11-03.22.36:358][  0]LogPackFactory: Content/StarterContent/Textures/T_CobbleStone_04_R.uasset (454) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_CobbleStone_04_R.uasset
[2015.04.11-03.22.36:362][  0]LogPackFactory: Content/StarterContent/Textures/T_CobbleStone_04b_D.uasset (455) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_CobbleStone_04b_D.uasset
[2015.04.11-03.22.36:365][  0]LogPackFactory: Content/StarterContent/Textures/T_CobbleStone_Pebble_D.uasset (11812314) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_CobbleStone_Pebble_D.uasset
[2015.04.11-03.22.36:381][  0]LogPackFactory: Content/StarterContent/Textures/T_CobbleStone_Pebble_M.uasset (1313598) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_CobbleStone_Pebble_M.uasset
[2015.04.11-03.22.36:387][  0]LogPackFactory: Content/StarterContent/Textures/T_CobbleStone_Pebble_N.uasset (11858728) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_CobbleStone_Pebble_N.uasset
[2015.04.11-03.22.36:402][  0]LogPackFactory: Content/StarterContent/Textures/T_CobbleStone_Rough_D.uasset (2936250) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_CobbleStone_Rough_D.uasset
[2015.04.11-03.22.36:407][  0]LogPackFactory: Content/StarterContent/Textures/T_CobbleStone_Rough_N.uasset (2700400) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_CobbleStone_Rough_N.uasset
[2015.04.11-03.22.36:411][  0]LogPackFactory: Content/StarterContent/Textures/T_CobbleStone_Smooth_D.uasset (6603341) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_CobbleStone_Smooth_D.uasset
[2015.04.11-03.22.36:419][  0]LogPackFactory: Content/StarterContent/Textures/T_CobbleStone_Smooth_M.uasset (5739577) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_CobbleStone_Smooth_M.uasset
[2015.04.11-03.22.36:426][  0]LogPackFactory: Content/StarterContent/Textures/T_CobbleStone_Smooth_N.uasset (8846507) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_CobbleStone_Smooth_N.uasset
[2015.04.11-03.22.36:435][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete01_D.uasset (450) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete01_D.uasset
[2015.04.11-03.22.36:438][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete01_N.uasset (450) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete01_N.uasset
[2015.04.11-03.22.36:440][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_01_D.uasset (451) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_01_D.uasset
[2015.04.11-03.22.36:442][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_01_N.uasset (451) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_01_N.uasset
[2015.04.11-03.22.36:452][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_D.uasset (448) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_D.uasset
[2015.04.11-03.22.36:454][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Floor01.uasset (454) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Floor01.uasset
[2015.04.11-03.22.36:456][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Floor01_N.uasset (456) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Floor01_N.uasset
[2015.04.11-03.22.36:458][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Grime_D.uasset (10691506) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Grime_D.uasset
[2015.04.11-03.22.36:468][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_N.uasset (448) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_N.uasset
[2015.04.11-03.22.36:470][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Panels_D.uasset (8513286) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Panels_D.uasset
[2015.04.11-03.22.36:479][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Panels_N.uasset (6558914) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Panels_N.uasset
[2015.04.11-03.22.36:487][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Poured_D.uasset (11600993) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Poured_D.uasset
[2015.04.11-03.22.36:498][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Poured_N.uasset (7452814) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Poured_N.uasset
[2015.04.11-03.22.36:506][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Tiles_D.uasset (4956380) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Tiles_D.uasset
[2015.04.11-03.22.36:514][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Tiles_M.uasset (5759659) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Tiles_M.uasset
[2015.04.11-03.22.36:521][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Tiles_N.uasset (6611650) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Tiles_N.uasset
[2015.04.11-03.22.36:529][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Tiles_Variation_M.uasset (4809) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Tiles_Variation_M.uasset
[2015.04.11-03.22.36:531][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Wall07.uasset (453) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Wall07.uasset
[2015.04.11-03.22.36:533][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Wall07_N.uasset (455) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Wall07_N.uasset
[2015.04.11-03.22.36:535][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Wall_D.uasset (453) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Wall_D.uasset
[2015.04.11-03.22.36:537][  0]LogPackFactory: Content/StarterContent/Textures/T_Concrete_Wall_N.uasset (453) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Concrete_Wall_N.uasset
[2015.04.11-03.22.36:539][  0]LogPackFactory: Content/StarterContent/Textures/T_DesertCrystal01_N.uasset (455) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_DesertCrystal01_N.uasset
[2015.04.11-03.22.36:541][  0]LogPackFactory: Content/StarterContent/Textures/T_Detail_Rocky_N.uasset (2850093) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Detail_Rocky_N.uasset
[2015.04.11-03.22.36:545][  0]LogPackFactory: Content/StarterContent/Textures/T_Dirt_D.uasset (444) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Dirt_D.uasset
[2015.04.11-03.22.36:547][  0]LogPackFactory: Content/StarterContent/Textures/T_Dirt_N.uasset (444) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Dirt_N.uasset
[2015.04.11-03.22.36:549][  0]LogPackFactory: Content/StarterContent/Textures/T_Door_M.uasset (554190) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Door_M.uasset
[2015.04.11-03.22.36:562][  0]LogPackFactory: Content/StarterContent/Textures/T_Door_N.uasset (1074859) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Door_N.uasset
[2015.04.11-03.22.36:565][  0]LogPackFactory: Content/StarterContent/Textures/T_Dust_Particle_D.uasset (32071) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Dust_Particle_D.uasset
[2015.04.11-03.22.36:568][  0]LogPackFactory: Content/StarterContent/Textures/T_Explosion_SubUV.uasset (3004336) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Explosion_SubUV.uasset
[2015.04.11-03.22.36:572][  0]LogPackFactory: Content/StarterContent/Textures/T_Fire_SubUV.uasset (525012) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Fire_SubUV.uasset
[2015.04.11-03.22.36:575][  0]LogPackFactory: Content/StarterContent/Textures/T_Fire_Tiled_D.uasset (553370) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Fire_Tiled_D.uasset
[2015.04.11-03.22.36:578][  0]LogPackFactory: Content/StarterContent/Textures/T_Frame_M.uasset (536068) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Frame_M.uasset
[2015.04.11-03.22.36:580][  0]LogPackFactory: Content/StarterContent/Textures/T_Frame_N.uasset (1249187) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Frame_N.uasset
[2015.04.11-03.22.36:584][  0]LogPackFactory: Content/StarterContent/Textures/T_Generic_Concrete_Base02.uasset (461) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Generic_Concrete_Base02.uasset
[2015.04.11-03.22.36:586][  0]LogPackFactory: Content/StarterContent/Textures/T_Generic_Concrete_Base02_N.uasset (463) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Generic_Concrete_Base02_N.uasset
[2015.04.11-03.22.36:588][  0]LogPackFactory: Content/StarterContent/Textures/T_Generic_Concrete_Base04_D.uasset (463) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Generic_Concrete_Base04_D.uasset
[2015.04.11-03.22.36:589][  0]LogPackFactory: Content/StarterContent/Textures/T_Generic_Concrete_Base04_N.uasset (463) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Generic_Concrete_Base04_N.uasset
[2015.04.11-03.22.36:591][  0]LogPackFactory: Content/StarterContent/Textures/T_Generic_Concrete_Base_06.uasset (462) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Generic_Concrete_Base_06.uasset
[2015.04.11-03.22.36:593][  0]LogPackFactory: Content/StarterContent/Textures/T_Generic_Concrete_Base_06_N.uasset (464) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Generic_Concrete_Base_06_N.uasset
[2015.04.11-03.22.36:595][  0]LogPackFactory: Content/StarterContent/Textures/T_Generic_Concrete_Base_07.uasset (462) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Generic_Concrete_Base_07.uasset
[2015.04.11-03.22.36:597][  0]LogPackFactory: Content/StarterContent/Textures/T_Generic_Concrete_Base_07_N.uasset (464) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Generic_Concrete_Base_07_N.uasset
[2015.04.11-03.22.36:599][  0]LogPackFactory: Content/StarterContent/Textures/T_Gradinet_01.uasset (5447) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Textures/T_Gradinet_01.uasset
